player_id,uniform_number,name,team,position,birth_day,height,weight,school,player_id,평균자책점,경기,완투,완봉,승리,패배,세이브,홀드,승률,타자수,투구수,이닝,피안타,2루타,3루타,홈런,희생번트,희생플라이,볼넷,고의4구,삼진,폭투,보크,실점,자책점,블론세이브,이닝당 출루허용률,피안타율,퀄리티스타트
55239,39.0,잭로그,두산,투수,1996-04-23,183,84,미국 Archbishop Moeller(고)-미국 Kentucky(대),55239,2.81,30,0,0,10,8,0,1,0.556,722,2698,176.0,146,25,4,8,11,2,39,0,156,4,0,66,55,0,1.05,0.224,17
55257,57.0,콜어빈,두산,투수,1994-01-31,193,102,미국 Servite(고)-미국 Oregon(대),55257,4.48,28,0,0,8,12,0,0,0.4,649,2593,144.66666666666666,142,26,3,9,14,8,79,1,128,6,0,80,72,0,1.53,0.268,10
55267,67.0,홍민규,두산,투수,2006-09-11,183,87,서울논현초(용산구리틀)-대원중-야탑고,55267,4.59,20,0,0,2,1,1,0,0.667,151,571,33.333333333333336,37,6,0,4,0,3,15,0,17,4,0,19,17,0,1.56,0.28,0
55268,68.0,최민석,두산,투수,2006-07-02,188,84,중대초-양천중-서울고,55268,4.4,17,0,0,3,3,0,0,0.5,333,1342,77.66666666666667,72,15,1,7,3,1,34,1,53,5,1,41,38,0,1.36,0.248,4
55300,37.0,손힘찬,키움,투수,2002-07-17,191,88,화산초(수원영통구리틀)-현도중-세광고-동아대,55300,11.25,4,0,0,0,0,0,0,0.0,22,84,4.0,5,2,0,0,0,0,4,0,4,1,0,5,5,0,2.25,0.294,0
55301,21.0,이준우,키움,투수,2001-03-02,183,93,문현초(해운대리틀)-센텀중-경남고,55301,8.61,31,0,0,1,4,0,3,0.2,118,469,23.0,37,7,1,6,2,0,12,0,22,0,0,23,22,0,2.13,0.359,0
55313,13.0,정현우,키움,투수,2006-04-13,181,91,홍제초(서대문구리틀)-충암중-덕수고,55313,5.86,18,0,0,3,7,0,0,0.3,384,1496,81.33333333333333,92,20,0,8,3,6,48,0,55,4,2,63,53,0,1.72,0.287,3
55322,,로젠버그,키움,투수,1995-07-09,186,90,미국 California State(대)-키움,55322,3.23,13,0,0,4,4,0,0,0.5,320,1265,75.33333333333333,63,13,2,5,3,1,25,0,80,2,0,33,27,0,1.17,0.22,6
55342,42.0,메르세데스,키움,투수,1994-03-08,188,82,도미니카 Colegio Nueva Esperanza(고),55342,4.47,8,0,0,3,3,0,0,0.5,197,764,46.333333333333336,54,12,0,5,2,1,9,0,41,2,1,24,23,0,1.36,0.292,2
55348,,웰스,키움,투수,1997-02-27,185,84,호주 Hunter Sports(고),55348,3.15,4,0,0,1,1,0,0,0.5,85,329,20.0,18,3,0,0,0,1,6,0,16,0,0,8,7,0,1.2,0.234,2
55359,59.0,김서준,키움,투수,2006-12-22,187,83,고양화정초(일산서구리틀)-원당중-충훈고,55359,20.25,4,0,0,0,0,0,0,0.0,34,123,5.333333333333333,14,5,0,2,0,1,5,0,4,1,0,12,12,0,3.56,0.5,0
55377,77.0,정세영,키움,투수,2006-09-23,177,82,서울학동초-언북중-경기상고,55377,16.88,4,0,0,0,1,0,0,0.0,22,84,2.6666666666666665,9,2,0,0,0,0,4,0,2,1,0,6,5,0,4.88,0.5,0
55382,82.0,임진묵,키움,투수,2006-04-23,181,85,천안청룡초-상명중-경기상고,55382,24.55,4,0,0,0,0,0,0,0.0,28,108,3.6666666666666665,10,2,1,0,0,1,5,0,3,1,0,11,10,0,4.09,0.476,0
55394,94.0,박정훈,키움,투수,2006-03-23,192,103,삼일초-매향중-비봉고,55394,7.43,16,0,0,0,1,1,0,0.0,116,450,23.0,24,6,0,1,1,4,20,0,7,3,0,24,19,0,1.91,0.276,0
55396,96.0,윤현,키움,투수,2006-10-20,187,90,가동초-자양중-경기고,55396,8.59,17,0,0,2,1,0,0,0.667,125,514,22.0,31,4,1,2,0,2,23,0,15,5,0,28,21,1,2.45,0.326,0
55455,55.0,배찬승,삼성,투수,2006-01-01,180,85,대구옥산초-협성경복중-대구고,55455,3.91,65,0,0,2,3,0,19,0.4,233,962,50.666666666666664,50,11,0,3,4,0,34,1,57,5,0,25,22,2,1.66,0.259,0
55460,60.0,가라비토,삼성,투수,1995-08-19,183,100,도미니카 Liceo Enedina Puella Renville (고)	,55460,2.64,15,0,0,4,4,0,0,0.5,327,1356,78.33333333333333,56,5,0,6,4,0,37,1,84,2,0,31,23,0,1.19,0.2,4
55503,67.0,이영재,롯데,투수,2006-10-20,180,71,태봉초(의정부시유소년야구단)-신흥중-신흥고,55503,9.0,3,0,0,0,0,0,0,0.0,11,43,2.0,5,1,0,1,0,0,0,0,2,0,0,2,2,0,2.5,0.5,0
55526,26.0,벨라스케즈,롯데,투수,1992-06-07,190,95,미국 Garey(고),55526,8.23,11,0,0,1,4,0,0,0.2,168,651,35.0,47,10,1,7,2,0,18,0,28,1,2,32,32,0,1.86,0.324,1
55532,32.0,감보아,롯데,투수,1997-01-17,185,92,미국 Fresno City(대),55532,3.58,19,0,0,7,8,0,0,0.467,475,1866,108.0,97,16,0,6,6,5,49,0,117,5,0,54,43,0,1.35,0.236,11
55536,,데이비슨,롯데,투수,1996-03-25,188,97,미국 Midland(대)-롯데,55536,3.65,22,0,0,10,5,0,0,0.667,529,2100,123.33333333333333,123,20,2,10,4,2,48,0,119,4,1,53,50,0,1.39,0.262,11
55566,66.0,김태현,롯데,투수,2005-11-16,185,87,광주서림초-진흥중-광주제일고,55566,4.5,1,0,0,0,0,0,0,0.0,12,51,2.0,1,0,0,0,0,1,4,0,2,0,0,2,1,0,2.5,0.143,0
55568,68.0,박세현,롯데,투수,2006-01-21,183,88,중화초(중랑구리틀)-상명중-배명고,55568,14.73,3,0,0,0,0,0,0,0.0,21,65,3.6666666666666665,8,5,0,1,0,0,1,0,4,0,0,6,6,0,2.45,0.421,0
55610,10.0,김태형,KIA,투수,2006-12-15,184,95,화순초-거원중-덕수고,55610,4.56,8,0,0,0,3,0,0,0.0,107,422,23.666666666666668,25,4,0,4,3,0,7,0,14,1,1,12,12,0,1.35,0.272,0
55632,6.0,이성원,KIA,투수,2006-05-18,184,90,호동초(화성B리틀)-안산중앙중-유신고,55632,16.88,4,0,0,0,0,0,0,0.0,19,71,2.6666666666666665,3,1,0,0,0,0,4,0,3,0,0,7,5,0,2.63,0.25,0
55633,33.0,올러,KIA,투수,1994-10-17,193,102,미국 Northwestern State(대),55633,3.62,26,1,0,11,7,0,0,0.611,620,2490,149.0,125,25,3,8,5,6,47,0,169,2,0,64,60,0,1.15,0.226,16
55646,46.0,김정엽,KIA,투수,2006-04-18,185,96,부산수영초-개성중-부산고,55646,18.0,2,0,0,0,0,0,0,0.0,5,21,1.0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1.0,0.0,0
55663,63.0,이호민,KIA,투수,2006-08-26,182,85,해남북일초(해남군리틀)-이평중-전주고,55663,8.59,13,0,0,1,0,0,0,1.0,72,259,14.666666666666666,21,5,0,0,2,1,9,1,7,0,0,14,14,0,2.05,0.362,0
55730,30.0,폰세,한화,투수,1994-04-25,198,115,미국 California State(대),55730,1.89,29,0,0,17,1,0,0,0.944,697,2854,180.66666666666666,128,18,0,10,3,4,41,0,252,7,3,41,38,0,0.94,0.199,20
55743,43.0,정우주,한화,투수,2006-11-07,184,88,구남초(남양주리틀)-건대부중-전주고,55743,2.85,51,0,0,3,0,0,3,1.0,228,1007,53.666666666666664,34,6,1,6,3,2,21,0,82,3,1,18,17,0,1.02,0.177,0
55764,64.0,권민규,한화,투수,2006-05-13,188,90,청주석교초-세광중-세광고,55764,8.44,5,0,0,0,0,0,0,0.0,28,129,5.333333333333333,5,1,0,1,0,1,7,0,4,0,0,5,5,0,2.25,0.25,0
55855,55.0,화이트,SSG,투수,1994-12-28,190,95,미국 Santa Clara(대),55855,2.87,24,1,0,11,4,0,0,0.733,562,2165,134.66666666666666,111,17,2,9,4,3,44,1,137,6,0,51,43,0,1.15,0.221,12
55860,60.0,신지환,SSG,투수,2006-04-17,180,81,강남초-성남중-성남고,55860,0.0,1,0,0,0,0,0,0,0.0,4,18,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0
55903,3.0,라일리,NC,투수,1996-07-09,190,100,미국 Louisville(대),55903,3.45,30,0,0,17,7,0,0,0.708,709,2916,172.0,136,25,2,18,4,4,56,0,216,5,0,76,66,0,1.12,0.212,16
55912,12.0,로건,NC,투수,1997-05-23,186,105,미국 IMG Academy(고),55912,4.53,32,0,0,7,12,0,0,0.368,770,3037,173.0,180,30,2,18,3,5,67,3,149,6,0,98,87,0,1.43,0.263,16
55995,95.0,김태훈,NC,투수,2006-10-26,188,88,부평남초(부평구리틀)-동인천중-소래고,55995,5.21,18,0,0,0,0,0,0,0.0,94,356,19.0,17,2,0,4,1,0,16,0,9,5,0,15,11,0,1.74,0.224,0
60146,20.0,이승현,삼성,투수,1991-11-20,181,92,화순초-진흥중-화순고-LG,60146,6.31,42,0,0,2,1,0,11,0.667,161,648,35.666666666666664,43,7,0,9,6,1,11,1,29,1,0,26,25,1,1.51,0.303,0
60337,69.0,김대유,KIA,투수,1991-05-08,187,92,부산중앙초-부산중-부산고-히어로즈-SK-KT-LG,60337,9.72,15,0,0,0,1,0,1,0.0,42,140,8.333333333333334,12,1,0,1,0,1,4,0,3,0,0,9,9,0,1.92,0.324,0
60559,25.0,박시영,롯데,투수,1989-03-10,181,92,축현초-인천신흥중-제물포고-(영남사이버대)-롯데-KT,60559,11.05,11,0,0,1,0,0,0,1.0,42,169,7.333333333333333,9,4,0,0,0,0,9,0,10,0,0,9,9,0,2.45,0.29,0
60768,46.0,이태양,한화,투수,1990-07-03,192,97,여수서초-여수중-효천고-한화-SK-SSG,60768,3.97,14,0,0,0,1,0,0,0.0,51,181,11.333333333333334,14,5,0,0,1,0,5,1,8,0,0,5,5,1,1.68,0.318,0
60841,50.0,박종훈,SSG,투수,1991-08-13,186,90,군산중앙초-군산중-군산상고-SK-상무-SK,60841,7.11,5,0,0,0,2,0,0,0.0,90,370,19.0,15,1,0,4,1,1,18,0,10,0,0,17,15,0,1.74,0.231,1
61101,1.0,임찬규,LG,투수,1992-11-20,185,80,가동초-청원중-휘문고-LG-경찰,61101,3.03,27,1,1,11,7,0,0,0.611,670,2490,160.33333333333334,163,38,3,9,5,4,40,1,107,1,0,61,54,0,1.27,0.265,15
61145,21.0,이우찬,LG,투수,1992-08-04,185,97,온양온천초-온양중-북일고-LG-경찰,61145,1.89,23,0,0,0,1,0,0,0.0,86,338,19.0,13,2,0,0,1,0,14,0,20,3,0,6,4,0,1.42,0.186,0
61268,19.0,양현,삼성,투수,1992-08-23,189,104,영랑초-한밭중-대전고-두산-상무-히어로즈-키움,61268,0.0,4,0,0,0,0,0,0,0.0,15,65,3.3333333333333335,2,0,0,0,0,0,3,0,1,0,0,0,0,1,1.5,0.167,0
61365,17.0,김대우,삼성,투수,1988-11-21,183,85,역삼초-대치중-서울고-홍익대-히어로즈-상무-히어로즈,61365,0.0,2,0,0,0,0,0,1,0.0,3,16,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.333,0
61643,17.0,홍건희,두산,투수,1992-09-29,187,97,화순초-화순중-화순고-KIA-상무-KIA,61643,6.19,20,0,0,2,1,0,0,0.667,83,341,16.0,18,1,0,2,2,0,15,1,15,0,0,13,11,0,2.06,0.273,0
61666,26.0,한승혁,한화,투수,1993-01-03,185,100,도신초-강남중-덕수고-(남부대)-KIA,61666,2.25,71,0,0,3,3,3,16,0.5,269,1002,64.0,56,5,1,4,2,0,23,1,53,3,0,18,16,5,1.23,0.236,0
61895,22.0,서진용,SSG,투수,1992-10-02,184,88,남부민초-대동중-경남고-상무-SK,61895,6.75,2,0,0,0,0,0,0,0.0,7,27,1.3333333333333333,1,0,0,0,0,0,3,0,0,0,0,1,1,0,3.0,0.25,0
62146,54.0,최성훈,삼성,투수,1989-10-11,178,75,가동초-잠신중-경기고-경희대-LG,62146,9.0,2,0,0,0,0,0,0,0.0,5,20,1.0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2.0,0.25,0
62360,27.0,김태훈,삼성,투수,1992-03-02,187,101,남부민초-대신중-부경고-히어로즈-경찰-히어로즈-키움,62360,4.48,73,0,0,2,6,2,19,0.25,287,1122,66.33333333333333,66,13,0,8,1,3,26,3,74,4,0,34,33,5,1.39,0.259,0
62363,1.0,한현희,롯데,투수,1993-06-25,182,98,동삼초-경남중-경남고-히어로즈-키움,62363,6.23,3,0,0,0,0,0,1,0.0,41,161,8.666666666666666,13,2,0,2,0,0,2,0,8,1,0,6,6,0,1.73,0.342,0
62528,34.0,김원중,롯데,투수,1993-06-14,192,96,학강초-광주동성중-광주동성고,62528,2.67,53,0,0,4,3,32,0,0.571,272,1117,60.666666666666664,58,11,2,4,4,1,33,6,69,7,1,21,18,6,1.5,0.25,0
62754,17.0,임기영,KIA,투수,1993-04-16,184,86,대구수창초-경운중-경북고-한화-상무,62754,13.0,10,0,0,1,1,0,0,0.5,52,176,9.0,23,4,0,2,1,0,4,0,5,0,0,13,13,0,3.0,0.489,0
62869,42.0,문승원,SSG,투수,1989-11-28,180,88,가동초-배명중-배명고-고려대-SK-상무-SK,62869,5.13,23,0,0,4,7,0,0,0.364,452,1783,105.33333333333333,109,23,3,16,6,4,38,0,61,4,0,61,60,0,1.4,0.273,5
62951,28.0,이형범,KIA,투수,1994-02-27,181,80,화순초-화순중-화순고-NC-경찰-NC-두산,62951,11.7,12,0,0,0,0,0,0,0.0,56,209,10.0,21,6,1,0,1,2,5,1,6,0,0,16,13,0,2.6,0.438,0
63145,25.0,배재준,LG,투수,1994-11-24,188,85,본리초-경상중-대구상원고,63145,5.54,14,0,0,0,0,0,1,0.0,56,234,13.0,9,4,0,1,0,1,7,0,14,1,0,8,8,0,1.23,0.191,0
63248,11.0,함덕주,LG,투수,1995-01-13,181,78,일산초-원주중-원주고-두산,63248,6.0,31,0,0,2,3,0,1,0.4,113,463,27.0,14,5,0,1,4,3,18,0,26,3,0,19,18,0,1.19,0.159,0
63342,11.0,조상우,KIA,투수,1994-09-04,186,97,서화초-상인천중-대전고-히어로즈-키움,63342,3.9,72,0,0,6,6,1,28,0.5,271,1113,60.0,64,15,0,5,6,1,27,3,55,2,0,29,26,3,1.52,0.277,0
63492,26.0,이재익,삼성,투수,1994-03-18,180,76,삼일초-중앙중-유신고,63492,1.23,7,0,0,1,0,0,0,1.0,31,113,7.333333333333333,8,0,1,0,0,0,2,0,6,1,0,1,1,0,1.36,0.276,0
63512,40.0,박진형,롯데,투수,1994-06-10,181,77,영랑초-경포중-강릉고,63512,8.44,7,0,0,0,0,0,0,0.0,29,104,5.333333333333333,9,3,0,1,0,0,3,0,5,0,0,7,5,0,2.25,0.346,0
63543,22.0,구승민,롯데,투수,1990-06-12,182,86,동일초(도봉구리틀)-청원중-청원고-홍익대-롯데-상무,63543,7.0,11,0,0,0,1,0,1,0.0,45,187,9.0,9,1,1,1,0,0,7,0,10,0,0,10,7,0,1.78,0.243,0
63765,38.0,김종수,한화,투수,1994-06-03,180,88,성동초-덕수중-울산공고,63765,3.25,63,0,0,4,5,0,5,0.444,282,1104,63.666666666666664,57,17,1,5,4,5,36,1,59,2,1,30,23,0,1.46,0.245,0
63950,50.0,장현식,LG,투수,1995-02-24,181,91,신도초-서울이수중-서울고-NC-경찰-NC-KIA,63950,4.35,56,0,0,3,3,10,5,0.5,234,884,49.666666666666664,65,16,1,4,3,0,21,1,38,4,0,27,24,1,1.73,0.317,0
63959,13.0,임정호,NC,투수,1990-04-16,188,90,성동초-잠신중-신일고-성균관대-NC-상무,63959,4.82,31,0,0,1,1,0,4,0.5,88,336,18.666666666666668,18,3,1,3,3,1,9,1,15,1,0,13,10,2,1.45,0.254,0
63960,15.0,이상민,삼성,투수,1990-11-04,180,85,남도초(수성리틀)-대구중-경북고-동의대-NC-히어로즈-경찰-히어로즈-키움,63960,0.0,1,0,0,0,0,0,0,0.0,5,12,1.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.4,0
64001,1.0,고영표,KT,투수,1991-09-16,187,88,광주대성초-광주동성중-화순고-동국대,64001,3.3,29,1,1,11,8,0,0,0.579,685,2525,161.0,170,31,2,10,7,7,30,2,154,4,1,70,59,0,1.24,0.272,20
64017,23.0,심재민,롯데,투수,1994-02-18,182,92,장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대)-KT,64017,3.0,4,0,0,1,0,0,0,1.0,15,48,3.0,5,1,0,0,0,0,1,0,2,1,0,2,1,0,2.0,0.357,0
64021,21.0,박세웅,롯데,투수,1995-11-30,182,85,대구경운초-경운중-경북고-KT,64021,4.93,29,0,0,11,13,0,0,0.458,722,2694,160.66666666666666,183,46,1,15,8,4,54,0,156,14,1,99,88,0,1.48,0.282,12
64350,50.0,하영민,키움,투수,1995-05-07,183,74,광주수창초-진흥중-진흥고-히어로즈,64350,4.99,28,0,0,7,14,0,0,0.333,669,2506,153.33333333333334,169,29,3,13,8,2,41,1,134,7,0,90,85,0,1.37,0.278,14
64580,32.0,김재열,NC,투수,1996-01-02,183,97,양정초-개성중-부산고-KIA,64580,6.23,22,0,0,0,0,0,2,0.0,111,402,21.666666666666668,32,6,1,5,2,2,16,1,16,2,0,16,15,0,2.22,0.356,0
64596,0.0,김유영,LG,투수,1994-05-02,180,83,양정초-개성중-경남고-롯데-상무-롯데,64596,12.46,6,0,0,0,0,0,0,0.0,26,108,4.333333333333333,8,3,0,0,1,0,4,0,5,0,0,6,6,0,2.77,0.4,0
64768,54.0,조이현,KT,투수,1995-06-27,185,95,송정동초-배재중-제주고-한화-SK-상무-SK-SSG,64768,5.4,3,0,0,1,2,0,0,0.333,50,173,11.666666666666666,17,2,1,2,0,0,0,0,3,0,0,7,7,0,1.46,0.347,0
64995,61.0,배재환,NC,투수,1995-02-24,186,95,가동초-잠신중-서울고-NC-상무,64995,4.48,70,0,0,2,4,2,24,0.333,271,1117,60.333333333333336,48,6,1,3,6,0,37,4,51,6,0,36,30,3,1.41,0.221,0
65048,26.0,김민수,KT,투수,1992-07-24,188,80,청원초-청원중-청원고-성균관대-KT-상무,65048,4.96,58,0,0,4,3,0,11,0.571,230,817,52.666666666666664,63,11,2,5,2,4,15,1,36,5,0,31,29,1,1.48,0.303,0
65056,11.0,엄상백,한화,투수,1996-10-04,187,72,역삼초-언북중-덕수고-KT-상무-KT,65056,6.58,28,0,0,2,7,0,1,0.222,379,1540,80.66666666666667,106,18,3,13,3,3,38,0,74,3,0,60,59,0,1.79,0.324,2
65060,38.0,주권,KT,투수,1995-05-31,181,82,청주우암초-청주중-청주고,65060,4.43,34,0,0,0,1,0,0,0.0,176,634,40.666666666666664,48,2,0,3,3,1,13,1,19,0,1,23,20,1,1.5,0.302,0
65062,62.0,김재윤,삼성,투수,1990-09-16,185,91,서울도곡초-휘문중-휘문고-KT,65062,4.99,63,0,0,4,7,13,3,0.364,242,938,57.666666666666664,57,12,2,10,2,1,13,3,43,1,0,34,32,3,1.21,0.253,0
65109,61.0,백승현,LG,투수,1995-05-26,183,90,소래초-상인천중-인천고,65109,3.9,33,0,0,1,0,0,2,1.0,146,583,30.0,28,3,1,2,2,1,28,1,27,3,0,13,13,0,1.87,0.246,0
65117,18.0,이상규,한화,투수,1996-10-20,185,77,흥인초-청원중-청원고-LG,65117,8.0,5,0,0,0,1,0,0,0.0,47,155,9.0,16,2,1,0,0,0,4,0,5,0,0,9,8,0,2.22,0.372,0
65320,3.0,최원태,삼성,투수,1997-01-07,184,104,인헌초(용산구리틀)-서울경원중-서울고-히어로즈-키움-LG,65320,4.92,27,0,0,8,7,0,0,0.533,552,2137,124.33333333333333,128,21,0,13,10,7,51,1,109,9,0,72,68,0,1.44,0.271,8
65343,43.0,김택형,SSG,투수,1996-10-10,185,90,창영초-재능중-동산고-히어로즈-SK-SSG-상무,65343,2.78,25,0,0,0,0,0,1,0.0,95,371,22.666666666666668,19,6,0,0,1,0,10,0,14,2,0,7,7,0,1.28,0.235,0
65411,57.0,김주온,LG,투수,1996-12-08,187,89,울산대현초-구미중-울산공고-SK-SSG,65411,27.0,1,0,0,0,1,0,0,0.0,5,23,0.3333333333333333,0,0,0,0,0,0,2,0,1,0,0,1,1,0,6.0,0.0,0
65516,19.0,배제성,KT,투수,1996-09-29,190,90,백마초-성남중-성남고-롯데-KT-상무,65516,5.67,8,0,0,2,3,0,0,0.4,127,514,27.0,38,5,1,2,1,0,11,1,23,1,0,17,17,0,1.81,0.33,0
65522,19.0,김강현,롯데,투수,1995-02-27,177,84,고명초-청원중-청원고,65522,4.0,67,0,0,2,2,0,4,0.5,306,1135,72.0,69,15,1,9,2,4,21,0,36,4,0,37,32,0,1.25,0.254,0
65639,12.0,박정수,두산,투수,1996-01-29,178,74,서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC,65639,4.1,29,0,0,1,0,0,3,1.0,119,418,26.333333333333332,31,3,1,1,3,2,8,1,15,1,0,13,12,0,1.48,0.304,0
65665,20.0,이준영,KIA,투수,1992-08-10,177,85,군산남초-군산중-군산상고-중앙대-KIA-상무,65665,4.76,57,0,0,3,1,0,7,0.75,145,569,34.0,36,10,0,6,1,0,11,2,34,1,0,18,18,1,1.38,0.273,0
65707,66.0,주현상,한화,투수,1992-08-10,177,92,청주우암초-청주중-청주고-동아대,65707,5.18,48,0,0,5,2,1,3,0.714,193,776,41.666666666666664,59,14,2,8,2,0,10,0,37,1,0,25,24,2,1.66,0.331,0
65769,47.0,김범수,한화,투수,1995-10-03,181,92,온양온천초-온양중-북일고,65769,2.25,73,0,0,2,1,2,6,0.667,195,780,48.0,30,5,0,0,2,1,22,1,41,1,0,17,12,0,1.08,0.181,0
65933,59.0,구창모,NC,투수,1997-02-17,182,85,천안남산초-덕수중-울산공고-NC-상무,65933,2.51,4,0,0,1,0,0,0,1.0,59,250,14.333333333333334,14,3,0,1,0,0,3,0,18,1,0,4,4,0,1.19,0.25,0
65949,41.0,류진욱,NC,투수,1996-10-10,189,88,양정초-개성중-부산고,65949,3.27,62,0,0,4,3,29,0,0.571,275,1061,66.0,50,7,1,6,2,1,28,3,57,5,0,27,24,1,1.18,0.21,0
66018,49.0,김선기,키움,투수,1991-09-01,187,98,석교초-세광중-세광고-상무-히어로즈,66018,5.65,44,0,0,1,7,0,2,0.125,381,1391,78.0,96,17,0,6,3,5,47,1,43,2,0,55,49,0,1.83,0.305,0
66291,50.0,이영하,두산,투수,1997-11-01,192,91,영일초-강남중-선린인터넷고,66291,4.05,73,0,0,4,4,0,14,0.5,299,1136,66.66666666666667,63,10,0,4,5,1,39,2,72,7,0,33,30,5,1.53,0.254,0
66451,51.0,최충연,삼성,투수,1997-03-05,190,85,대구수창초-대구중-경북고,66451,37.8,4,0,0,0,0,0,0,0.0,15,60,1.6666666666666667,7,1,0,1,0,0,2,0,1,0,0,8,7,0,5.4,0.583,0
66609,51.0,전상현,KIA,투수,1996-04-18,182,88,남도초-경복중-대구상원고-KIA-상무,66609,3.34,74,0,0,7,5,1,25,0.583,290,1048,70.0,64,15,0,4,1,3,20,3,50,3,0,30,26,7,1.2,0.242,0
66858,51.0,정동윤,SSG,투수,1997-10-22,193,103,덕성초(안산리틀)-중앙중-야탑고-SK-상무-SK,66858,8.31,12,0,0,0,0,0,0,0.0,82,317,17.333333333333332,21,6,0,2,1,1,12,0,17,1,0,16,16,0,1.9,0.309,0
66920,26.0,최성영,NC,투수,1997-04-28,180,85,영랑초-설악중-설악고-NC-상무,66920,6.23,35,0,0,2,2,0,4,0.5,228,921,47.666666666666664,62,13,2,6,4,5,28,1,33,2,1,33,33,0,1.89,0.33,0
67048,21.0,이정현,KT,투수,1997-12-05,188,93,무학초-마산동중-용마고,67048,16.62,6,0,0,0,0,0,0,0.0,27,100,4.333333333333333,9,3,0,0,0,1,4,0,3,0,0,8,8,0,3.0,0.429,0
67116,31.0,오석주,키움,투수,1998-04-14,180,74,양정초-대천중-제주고-LG,67116,3.7,53,0,0,2,1,0,7,0.667,252,1032,58.333333333333336,52,6,1,4,3,4,29,0,44,3,0,24,24,1,1.39,0.249,0
67143,29.0,손주영,LG,투수,1998-12-02,191,95,울산대현초-개성중-경남고,67143,3.41,30,0,0,11,6,0,0,0.647,644,2496,153.0,153,20,2,8,5,3,49,0,132,6,0,67,58,0,1.32,0.262,14
67246,46.0,김명신,두산,투수,1993-11-29,178,90,남도초-대구중-경북고-경성대,67246,5.4,8,0,0,0,0,0,0,0.0,43,202,8.333333333333334,13,3,1,0,0,1,3,0,6,1,0,8,5,0,1.92,0.342,0
67263,61.0,최원준,두산,투수,1994-12-21,182,91,수유초-신일중-신일고-동국대,67263,4.71,47,0,0,4,7,0,9,0.364,456,1852,107.0,105,17,2,18,4,3,38,2,62,4,0,59,56,2,1.34,0.258,5
67266,1.0,박치국,두산,투수,1998-03-10,177,78,인천숭의초-인천신흥중-제물포고,67266,3.75,73,0,0,4,4,2,16,0.5,271,1045,62.333333333333336,58,15,0,4,5,1,21,1,57,0,0,35,26,4,1.27,0.245,0
67365,55.0,양지율,키움,투수,1998-12-16,185,103,서울청구초-홍은중-장충고,67365,8.36,18,0,0,0,2,0,1,0.0,69,268,14.0,18,1,2,3,0,0,7,0,10,1,0,13,13,0,1.79,0.305,0
67419,18.0,문용익,KT,투수,1995-02-04,178,93,덕양초-양천중-청원고-세계사이버대-삼성,67419,3.14,20,0,0,1,0,0,0,1.0,121,528,28.666666666666668,21,7,0,3,2,1,19,1,31,0,0,11,10,0,1.4,0.212,0
67539,43.0,나균안,롯데,투수,1998-03-16,186,109,무학초-창원신월중-용마고,67539,3.87,28,0,0,3,7,0,0,0.3,601,2328,137.33333333333334,143,23,3,13,7,5,50,0,116,3,0,67,59,0,1.41,0.268,9
67588,55.0,윤성빈,롯데,투수,1999-02-26,197,90,동일중앙초-경남중-부산고,67588,7.67,31,0,0,1,2,0,0,0.333,130,524,27.0,26,7,0,3,0,0,20,1,44,6,0,23,23,0,1.7,0.245,0
67640,50.0,유승철,KIA,투수,1998-03-02,184,87,순천북초-순천이수중-효천고,67640,4.5,1,0,0,0,0,0,0,0.0,11,40,2.0,3,0,0,0,0,0,2,0,3,1,0,1,1,0,2.5,0.333,0
67703,58.0,박상원,한화,투수,1994-09-09,187,98,백운초-서울이수중-휘문고-연세대,67703,4.19,74,0,0,4,3,0,16,0.571,294,1128,66.66666666666667,67,14,1,4,4,4,21,0,52,4,0,35,31,3,1.32,0.261,0
67828,8.0,김성민,키움,투수,1994-04-26,181,90,대구옥산초-경복중-대구상원고-일본경제대-SK-히어로즈,67828,4.68,29,0,0,0,3,0,1,0.0,113,397,25.0,25,3,3,1,2,1,13,1,18,0,0,15,13,1,1.52,0.272,0
67954,54.0,김진호,NC,투수,1998-06-07,183,90,의왕부곡초-성일중-광주동성고-NC-경찰,67954,3.36,76,0,0,4,3,6,20,0.571,316,1303,72.33333333333333,53,12,1,5,2,1,45,1,70,9,1,30,27,5,1.35,0.205,0
67956,15.0,김태현,NC,투수,1998-03-21,188,95,김해삼성초-내동중-김해고-NC-경찰,67956,12.0,5,0,0,0,0,0,1,0.0,17,69,3.0,5,1,0,2,0,0,3,0,2,1,0,4,4,0,2.67,0.417,0
67962,50.0,소이현,NC,투수,1999-02-09,185,93,서울이수초-서울이수중-서울디자인고,67962,5.63,7,0,0,0,0,0,0,0.0,36,140,8.0,5,1,0,0,1,1,7,0,3,2,0,5,5,0,1.5,0.192,0
68043,41.0,김민,SSG,투수,1999-04-14,185,88,인천숭의초-평촌중-유신고-KT-상무-KT,68043,2.97,70,0,0,5,2,1,22,0.714,266,944,63.666666666666664,60,7,0,7,4,0,17,2,65,4,0,23,21,4,1.21,0.251,0
